id,question,level_1_knowledge,level_2_knowledge,level_3_knowledge
00036fcc-e4b9-11eb-8fe9-d46a6a0f329c,"著名数学家华罗庚“烧水泡茶的两个算法、算法一:第一步 烧水;  第二步  水烧开后,洗刷茶具; 第三步 沏茶算法二:第一步 烧水:  第二步 烧水过程中,洗刷茶具 第三步 水烧开后沏茶这两个算法的区别在哪里?哪个算法更高效?为什么?",091be71a-fd12-11eb-b2a3-c502b9bed136,091be7ba-fd12-11eb-b2a3-c502b9bed136,091be85a-fd12-11eb-b2a3-c502b9bed136
0003e4fe-e4b9-11eb-be5a-d46a6a0f329c,"一个算法的步骤如下:第一步,输人$x$的值.第二步,计算不超过$x$的最大整数$y.$第三步,计算$z=2^{y}-y.$第四步,输出$z$的值.如果输出$z$的值为$27,$则输入$x$的值可能为( )",091be71a-fd12-11eb-b2a3-c502b9bed136,091be7ba-fd12-11eb-b2a3-c502b9bed136,091be85a-fd12-11eb-b2a3-c502b9bed136
00045a0c-e4b9-11eb-ab38-d46a6a0f329c,把二进制数$110_{(2)}$化成十进制数为( ),091be71a-fd12-11eb-b2a3-c502b9bed136,091be7ba-fd12-11eb-b2a3-c502b9bed136,091be85a-fd12-11eb-b2a3-c502b9bed136
0004a826-e4b9-11eb-be68-d46a6a0f329c,"下列四个有关算法的说法中,正确的是( )$\fbox{1} $算法的各个步骤是可逆的  $\fbox{2} $算法执行后一定得到确定的结果  $\fbox{3} $解决某类问题的算法不是唯一的  $\fbox{4} $算法一定在有限多步内结束.",091be71a-fd12-11eb-b2a3-c502b9bed136,091be7ba-fd12-11eb-b2a3-c502b9bed136,091be85a-fd12-11eb-b2a3-c502b9bed136
0004bce2-e4ad-11eb-8dd1-d46a6a0f329c,"已知:抛物线$y=ax^{2}+4ax+t$与$x$轴的一个交点为$A(-1,0)$;($1$)求抛物线与$x$轴的另一个交点$B$的坐标;($2)D$是抛物线与$y$轴的交点,$C$是抛物线上的一点,且以$AB$为一底的梯形$ABCD$的面积为$9,$求此抛物线的解析式;($3)E$是第二象限内到$x$轴、$y$轴的距离的比为$5$:$2$的点,如果点$E$在($2$)中的抛物线上,且它与点$A$在此抛物线对称轴的同侧,问:在抛物线的对称轴上是否存在点$P,$使$\triangle APE$的周长最小?若存在,求出点$P$的坐标;若不存在,请说明理由.",091c2e14-fd12-11eb-b2a3-c502b9bed136,091c4f02-fd12-11eb-b2a3-c502b9bed136,091c5380-fd12-11eb-b2a3-c502b9bed136
00050f02-e4b9-11eb-ae5a-d46a6a0f329c,"一个算法的步骤如下:如果输入的值为$-3,$则输出$z$的值为( )第一步,输入$x$的值.第二步,计算$x$的绝对值$y.$第三步,计算$z=2^{y}-y.$第四步,输出$z$的值.",091be71a-fd12-11eb-b2a3-c502b9bed136,091be7ba-fd12-11eb-b2a3-c502b9bed136,091be85a-fd12-11eb-b2a3-c502b9bed136
000581d4-e4b9-11eb-a8e9-d46a6a0f329c,"下列语句中是算法的个数为( )$\fbox{1} $从济南到巴黎:先从济南坐火车到北京,再坐飞机到巴黎;$\fbox{2} $统筹法中“烧水泡茶”的故事;$\fbox{3} $测量某棵树的高度,判断其是否是大树;$\fbox{4} $已知三角形的一部分边长和角,借助正余弦定理求得剩余的边角,再利用三角形的面积公式求出该三角形的面积.",091be71a-fd12-11eb-b2a3-c502b9bed136,091be7ba-fd12-11eb-b2a3-c502b9bed136,091be85a-fd12-11eb-b2a3-c502b9bed136
00064522-e4b9-11eb-b8a9-d46a6a0f329c,"下列关于算法的说法,正确的是 ____.$\fbox{1} $求解某一类问题的算法是唯一的;$\fbox{2} $算法必须在有限步操作之后停止;$\fbox{3} $算法的每一步操作必须是明确的,不能有歧义或模糊;$\fbox{4} $算法执行后一定产生确定的结果.",091be71a-fd12-11eb-b2a3-c502b9bed136,091be7ba-fd12-11eb-b2a3-c502b9bed136,091be85a-fd12-11eb-b2a3-c502b9bed136
00068cf8-e4b9-11eb-adb7-d46a6a0f329c,"用秦九韶算法求多项式$f(x)=8x^{7}+5x^{6}+3x^{4}+2x+1,$当$x=2$时的值.",091be71a-fd12-11eb-b2a3-c502b9bed136,091be7ba-fd12-11eb-b2a3-c502b9bed136,091be85a-fd12-11eb-b2a3-c502b9bed136
0006d986-e4b9-11eb-9dd9-d46a6a0f329c,"算法$S1$输入,$x,y$$S2m=max{x,y}$$S3n=min{x,y}$$S4$若$m/n=$[$m/n$]([$x$]表示$x$的整数部分)则输出$n,$否则执行$S5$$S5r=m-$[$m/n$] $n$$S6m=n$$S7n=r$$S8$执行$S4$$S9$输出$n$上述算法的含义是____.",091be71a-fd12-11eb-b2a3-c502b9bed136,091be7ba-fd12-11eb-b2a3-c502b9bed136,091be85a-fd12-11eb-b2a3-c502b9bed136
0006ec76-e49e-11eb-8ec3-d46a6a0f329c,二次函数$f(x)=-x^{2}+1$的图象与$x$轴所围成的封闭图形的面积为____.,091afc06-fd12-11eb-b2a3-c502b9bed136,091b6754-fd12-11eb-b2a3-c502b9bed136,091b6bd2-fd12-11eb-b2a3-c502b9bed136
00074eb4-e4b9-11eb-be4a-d46a6a0f329c,"下列算法:$\fbox{1} z=x$;$\fbox{2} x=y$;$\fbox{3} y=z$;$\fbox{4} $输出$x,y$关于算法作用,下列叙述正确的是( )",091be71a-fd12-11eb-b2a3-c502b9bed136,091be7ba-fd12-11eb-b2a3-c502b9bed136,091be85a-fd12-11eb-b2a3-c502b9bed136
00076aae-e4a2-11eb-94ad-d46a6a0f329c,"在等差数列{$an}$中,$a3+a6+3a7=20,$则2a7―a8的值为____.",091afc06-fd12-11eb-b2a3-c502b9bed136,091b886a-fd12-11eb-b2a3-c502b9bed136,091b922e-fd12-11eb-b2a3-c502b9bed136
00079d48-e4b9-11eb-ad04-d46a6a0f329c,把$38$化为二进制数为( ),091be71a-fd12-11eb-b2a3-c502b9bed136,091be7ba-fd12-11eb-b2a3-c502b9bed136,091be85a-fd12-11eb-b2a3-c502b9bed136
0007eaf4-e4b9-11eb-8df5-d46a6a0f329c,"对任意实数$x,y,$定义运算$xy=ax+by+cxy,$其中$a,b,c$为常数,等号右边的运算是通常意义的加、乘运算.现已知$12=4,23=6,$且有一个非零实数$m,$使得对任意实数$x,$都有$xm=x,$则$m=$____.",091be71a-fd12-11eb-b2a3-c502b9bed136,091be7ba-fd12-11eb-b2a3-c502b9bed136,091be85a-fd12-11eb-b2a3-c502b9bed136
0008ae42-e4b9-11eb-b034-d46a6a0f329c,下面$3$个关于算法的叙述:($1)$一个程序的算法步骤是可逆的;($2)$完成一件事情的算法不止一种;($3)$设计算法要本着简单方便的原则.其中叙述正确的序号是____.,091be71a-fd12-11eb-b2a3-c502b9bed136,091be7ba-fd12-11eb-b2a3-c502b9bed136,091be85a-fd12-11eb-b2a3-c502b9bed136
00097226-e4b9-11eb-bfbf-d46a6a0f329c,任何一个算法都离不开的基本结构为( ),091be71a-fd12-11eb-b2a3-c502b9bed136,091be7ba-fd12-11eb-b2a3-c502b9bed136,091be85a-fd12-11eb-b2a3-c502b9bed136
0009e3fe-e4b9-11eb-99c2-d46a6a0f329c,"在程序框图中,图形符号”平行四边形”可用于( )",091be71a-fd12-11eb-b2a3-c502b9bed136,091be7ba-fd12-11eb-b2a3-c502b9bed136,091be85a-fd12-11eb-b2a3-c502b9bed136
000a3308-e4b9-11eb-b6cf-d46a6a0f329c,"有一问题的算法是第一步,令$i=1,S=0.$第二步,若$i\leq 100$成立,则执行第三步;否则,输出$S,$结束算法.第三步,$S=S+i.$第四步,$i=i+1,$返回第二步.则输出的结果是____.",091be71a-fd12-11eb-b2a3-c502b9bed136,091be7ba-fd12-11eb-b2a3-c502b9bed136,091be85a-fd12-11eb-b2a3-c502b9bed136
000d2362-e4bf-11eb-b917-d46a6a0f329c,"(本小题满分$14$分)已知等差数列{$an}$的首项为$a,$公差为$b,$等比数列{$bn}$的首项为$b,$公比为$a,$存在$m,n\in N+$使得$am+1=bn$成立,其中$a,b$均为正整数,且$a1<b1<a2<b2<a3$;($1)$求数列{$an},{bn}$的通项公式;($2)$设函数$f(x)=bmx+bm-1x2+$…+b1xm,f′(x)是函数f(x)的导函数;令Sm=f′(1),求Sm(用含n的代数式表示)",091afc06-fd12-11eb-b2a3-c502b9bed136,091b886a-fd12-11eb-b2a3-c502b9bed136,091b922e-fd12-11eb-b2a3-c502b9bed136
0012ac5a-e4c2-11eb-812d-d46a6a0f329c,"知{$an}$为公比$q>1$的等比数列,若$a2005$和$a2006$是方程$4x2-8x+3=0$的两根,则$a2007+a2008$的值是( )",091afc06-fd12-11eb-b2a3-c502b9bed136,091b886a-fd12-11eb-b2a3-c502b9bed136,091b8cf2-fd12-11eb-b2a3-c502b9bed136
001347ee-e4c2-11eb-aa06-d46a6a0f329c,"等比数列{$an}$中,$a1=2,a8=4,$函数$f(x)=x(x-a1)(x-a2)$…($x-a8),$则f′(0)=( ).",091afc06-fd12-11eb-b2a3-c502b9bed136,091b886a-fd12-11eb-b2a3-c502b9bed136,091b8cf2-fd12-11eb-b2a3-c502b9bed136
00139528-e4c2-11eb-be4e-d46a6a0f329c,"各项都是正数的等比数列{$an}$的公比$q\neq 1,$且$a2,a3,a1$成等差数列,则的值为( )",091afc06-fd12-11eb-b2a3-c502b9bed136,091b886a-fd12-11eb-b2a3-c502b9bed136,091b8cf2-fd12-11eb-b2a3-c502b9bed136
0018aa62-e4bc-11eb-b6a4-d46a6a0f329c,"复数$z$满足$z+i=2+zi,$则$z$的虚部为( )",091afc06-fd12-11eb-b2a3-c502b9bed136,091bb024-fd12-11eb-b2a3-c502b9bed136,091bb178-fd12-11eb-b2a3-c502b9bed136
001db178-e49d-11eb-a93a-d46a6a0f329c,"已知双曲线$C$的中心在原点,焦点在坐标轴上,焦距为$10,$点$P(2,1)$在$C$的渐近线上,则$C$的方程为____.",091c2e14-fd12-11eb-b2a3-c502b9bed136,091c4f02-fd12-11eb-b2a3-c502b9bed136,091c55ec-fd12-11eb-b2a3-c502b9bed136
001e4ddc-e4ab-11eb-89e7-d46a6a0f329c,"(本题满分$13$分)已知椭圆的右焦点$F$与抛物线$y^{2}=$"" $4x$"" 的焦点重合,短轴长为$2.$椭圆的右准线$l$与$x$轴交于$E,$过右焦点$F$的直线与椭圆相交于$A$、$B$两点,点$C$在右准线$l$上,$BC//x$轴.($1$)求椭圆的标准方程,并指出其离心率;($2$)求证:线段$EF$被直线$AC$平分.",091c2e14-fd12-11eb-b2a3-c502b9bed136,091c4f02-fd12-11eb-b2a3-c502b9bed136,091c5b50-fd12-11eb-b2a3-c502b9bed136
0020234c-e49e-11eb-b4b8-d46a6a0f329c,函数$f(x)=x^{2}-2x$与$x$轴围成的曲边梯形的面积等于____.,091afc06-fd12-11eb-b2a3-c502b9bed136,091b6754-fd12-11eb-b2a3-c502b9bed136,091b6bd2-fd12-11eb-b2a3-c502b9bed136
0024fd68-e4a2-11eb-8d18-d46a6a0f329c,"已知等差数列{$an}$的前$n$项和为$Sn=(a+1)n2+a,$某三角形三边之比为$a2$:$a3$:$a4,$则该三角形的最大角为____.",091afc06-fd12-11eb-b2a3-c502b9bed136,091b886a-fd12-11eb-b2a3-c502b9bed136,091b922e-fd12-11eb-b2a3-c502b9bed136
0026ed6e-e4b3-11eb-81f6-d46a6a0f329c,"在$\triangle ABC$中,已知$sinC=2sinAcosB,$那么$\triangle ABC$是( )",091c0222-fd12-11eb-b2a3-c502b9bed136,091c18ca-fd12-11eb-b2a3-c502b9bed136,091c2ba8-fd12-11eb-b2a3-c502b9bed136
0026fd22-e4cf-11eb-a461-d46a6a0f329c,"已知命题$p$:“$\forall x\in $[$0,1$],$a\geq ex$”,命题$q$:“$\exists x\in R,x2+4x+a=0$”,若命题“p∧q”是真命题;则实数a的取值范围是( )",091afc06-fd12-11eb-b2a3-c502b9bed136,091b0660-fd12-11eb-b2a3-c502b9bed136,091b1d8a-fd12-11eb-b2a3-c502b9bed136
00276298-e4b3-11eb-b4a0-d46a6a0f329c,"在$\triangle ABC$中,$bsinA<a<b,$则此三角形有( )",091c0222-fd12-11eb-b2a3-c502b9bed136,091c18ca-fd12-11eb-b2a3-c502b9bed136,091c2ba8-fd12-11eb-b2a3-c502b9bed136
002833b0-e4a5-11eb-990b-d46a6a0f329c,"过点$P(3,2),$且在两坐标轴上的截距相等的直线方程为( )",091c2e14-fd12-11eb-b2a3-c502b9bed136,091c2ec8-fd12-11eb-b2a3-c502b9bed136,091c31c0-fd12-11eb-b2a3-c502b9bed136
0028a8c2-e4a5-11eb-b3c4-d46a6a0f329c,"过点$P(2,1)$且被圆$C$:$x2+y2-2x+4y=0$截得弦长最长的直线$l$的方程是( )($A)3x-y-5=0(B)3x+y-7=0$($C)x-3y+5=0(D)x+3y-5=0$",091c2e14-fd12-11eb-b2a3-c502b9bed136,091c2ec8-fd12-11eb-b2a3-c502b9bed136,091c31c0-fd12-11eb-b2a3-c502b9bed136
00296f78-e4cf-11eb-ab9a-d46a6a0f329c,"下列命题是真命题的有  ( )$\fbox{1} $“等边三角形的三个内角均为$60^{\circ}$”的逆命题;$\fbox{2} $“若$k>0,$则方程$x^{2}+2x-k=0$有实根”的逆否命题;$\fbox{3} $“全等三角形的面积相等”的否命题.",091afc06-fd12-11eb-b2a3-c502b9bed136,091b0660-fd12-11eb-b2a3-c502b9bed136,091b1d8a-fd12-11eb-b2a3-c502b9bed136
002a2736-e49e-11eb-a0ab-d46a6a0f329c,"函数$f(x)=x^{3}-x^{2}+1$在点($1,1)$处的切线与函数$g(x)=x^{2}$围成的图形的面积等于____.",091afc06-fd12-11eb-b2a3-c502b9bed136,091b6754-fd12-11eb-b2a3-c502b9bed136,091b6bd2-fd12-11eb-b2a3-c502b9bed136
002a2d24-e4a3-11eb-8b84-d46a6a0f329c,"数列$5,55,555,5555,$…的一个通项公式为$a_{n}=$____.",091afc06-fd12-11eb-b2a3-c502b9bed136,091b886a-fd12-11eb-b2a3-c502b9bed136,091b8914-fd12-11eb-b2a3-c502b9bed136
002a2f62-e4a5-11eb-8863-d46a6a0f329c,"过点($-l,3)$且与直线$x-2y+3=0$垂直的直线方程为( ).($A)2x+y-l=0(B)2x+y-5=0$($C)x+2y-5=0(D)x-2y+7=0$",091c2e14-fd12-11eb-b2a3-c502b9bed136,091c2ec8-fd12-11eb-b2a3-c502b9bed136,091c31c0-fd12-11eb-b2a3-c502b9bed136
002aa494-e4a5-11eb-aab2-d46a6a0f329c,"过点$A(1,1)$斜率为$-3$的直线的一般式方程为    ( )($A)3x+y-4=0(B)3x-y-2=0$($C)x+3y-4=0(D)x-3y+2=0$",091c2e14-fd12-11eb-b2a3-c502b9bed136,091c2ec8-fd12-11eb-b2a3-c502b9bed136,091c31c0-fd12-11eb-b2a3-c502b9bed136
002b42e4-e4cf-11eb-8a40-d46a6a0f329c,"在整数集$Z$中,被$5$除所得余数为$k$的所有整数组成一个“类”,记为[$k$],即[$k$]$={5n+k$丨$n\in Z},k=0,1,2,3,4$。 给出如下四个结论:$\fbox{1} 2013\in $[$3$];$\fbox{2} -3\in $[$2$];$\fbox{3} Z=$[$0$]$\cup $[$1$]$\cup $[$2$]$\cup $[$3$]$\cup $[$4$]$\fbox{4} $“整数$a,b$属于同一“类”的充要条件是“$a-b\in $[$0$]”。其中正确结论的个数是( )",091afc06-fd12-11eb-b2a3-c502b9bed136,091b0660-fd12-11eb-b2a3-c502b9bed136,091b1d8a-fd12-11eb-b2a3-c502b9bed136
002bdf18-e4cf-11eb-b6b5-d46a6a0f329c,"命题“$\exists x\in R,x^{3}>0$”的否定是( )",091afc06-fd12-11eb-b2a3-c502b9bed136,091b0660-fd12-11eb-b2a3-c502b9bed136,091b1d8a-fd12-11eb-b2a3-c502b9bed136
002c2d34-e4cf-11eb-8c5e-d46a6a0f329c,"已知命题$p$:“任意的$x\in $[$1,2$],$x^{2}-a\geq 0$”;命题$q$:“存在$x_{0}\in R,x_{0}^{2}+2ax_{0}+2-a=0$”,若命题“$p$且$q$”是真命题.求实数$a$的取值范围.",091afc06-fd12-11eb-b2a3-c502b9bed136,091b0660-fd12-11eb-b2a3-c502b9bed136,091b1d8a-fd12-11eb-b2a3-c502b9bed136
002ca394-e4cf-11eb-82ae-d46a6a0f329c,"命题“若$x,y$都是偶数,则$x+y$也是偶数”的逆否命题是( )",091afc06-fd12-11eb-b2a3-c502b9bed136,091b0660-fd12-11eb-b2a3-c502b9bed136,091b1d8a-fd12-11eb-b2a3-c502b9bed136
002e0c46-e4a3-11eb-a87f-d46a6a0f329c,"已知数列{$a_{n}$}满足$a_{1}=1,3S_{n}=(n+2)a_{n}(n\in N),$其中$S_{n}$表示这个数列前$n$项的和,则$a_{n}=$____.",091afc06-fd12-11eb-b2a3-c502b9bed136,091b886a-fd12-11eb-b2a3-c502b9bed136,091b8914-fd12-11eb-b2a3-c502b9bed136
002f98f4-e49e-11eb-b606-d46a6a0f329c,已知自由下落物体的速度为$v=gt$物体从$t=0$到$t=t$所走过的路程为____.,091afc06-fd12-11eb-b2a3-c502b9bed136,091b6754-fd12-11eb-b2a3-c502b9bed136,091b6bd2-fd12-11eb-b2a3-c502b9bed136
002ff3ba-e4d1-11eb-84ca-d46a6a0f329c,"($09$年长沙一中一模理)已知集合$A={(x,y)|y=x^{2},x\in R},B={(x,y)|y=x,x\in R},$则$A\cap B$中的元素个数为( )",091afc06-fd12-11eb-b2a3-c502b9bed136,091b020a-fd12-11eb-b2a3-c502b9bed136,091b0908-fd12-11eb-b2a3-c502b9bed136
003070ee-e4a5-11eb-a66c-d46a6a0f329c,"已知直线$L$过点$P(-1,2),$且与以$A(-2,-3),B(3,0)$为端点的线段相交,则直线$L$的斜率的取值范围为( )",091c2e14-fd12-11eb-b2a3-c502b9bed136,091c2ec8-fd12-11eb-b2a3-c502b9bed136,091c31c0-fd12-11eb-b2a3-c502b9bed136
00314686-e49e-11eb-86eb-d46a6a0f329c,$\int^{1}(e^{x}+e^{-x})dx$=____.,091afc06-fd12-11eb-b2a3-c502b9bed136,091b6754-fd12-11eb-b2a3-c502b9bed136,091b6bd2-fd12-11eb-b2a3-c502b9bed136
0035b0ca-e4a3-11eb-bc74-d46a6a0f329c,"数列{$a_{n}$}是单调递增数列,且$a_{n}=2^{n-1}-3a_{n-1},n=1,2,$….则首项$a$的值等于____.",091afc06-fd12-11eb-b2a3-c502b9bed136,091b886a-fd12-11eb-b2a3-c502b9bed136,091b8914-fd12-11eb-b2a3-c502b9bed136
0036aa5c-e4c3-11eb-828c-d46a6a0f329c,"为迎接$2008$年奥运会召开,某工艺品加工厂准备生产具有收藏价值的奥运会标志——“中国印$\cdot $舞动的北京”和奥运会吉祥物——“福娃”.该厂所用的主要原料为$A$、$B$两种贵重金属,已知生产一套奥运会标志需用原料$A$和原料$B$的量分别为$4$盒和$3$盒,生产一套奥运会吉祥物需用原料$A$和原料$B$的量分别为$5$盒和$10$盒.若奥运会标志每套可获利$700$元,奥运会吉祥物每套可获利$1200$元,该厂月初一次性购进原料$A$、$B$的量分别为$200$盒和$300$盒.问该厂生产奥运会标志和奥运会吉祥物各多少套才能使该厂月利润最大,最大利润为多少?",091afc06-fd12-11eb-b2a3-c502b9bed136,091b78e8-fd12-11eb-b2a3-c502b9bed136,091b80e0-fd12-11eb-b2a3-c502b9bed136
0038949c-e4cb-11eb-8744-d46a6a0f329c,"函数$f(x)=x2+2(a-1)x+2$在区间 ($-\infty,4$]上递减,则$a$的取值范围是( )",091afc06-fd12-11eb-b2a3-c502b9bed136,091b44b8-fd12-11eb-b2a3-c502b9bed136,091b539a-fd12-11eb-b2a3-c502b9bed136
0038e2c8-e4cb-11eb-a96c-d46a6a0f329c,"已知二次函数$y=x2-2ax+1$在区间($2,3)$内是单调函数,则实数$a$的取值范围是",091afc06-fd12-11eb-b2a3-c502b9bed136,091b44b8-fd12-11eb-b2a3-c502b9bed136,091b539a-fd12-11eb-b2a3-c502b9bed136
003930e8-e4cb-11eb-8b7c-d46a6a0f329c,"已知$x$、$y\in R,$且$2x+3y>2-y+3-x,$则下列各式中正确的是( )",091afc06-fd12-11eb-b2a3-c502b9bed136,091b44b8-fd12-11eb-b2a3-c502b9bed136,091b539a-fd12-11eb-b2a3-c502b9bed136
00393400-e49e-11eb-90a1-d46a6a0f329c,"用力把弹簧从平衡位置拉长$10cm,$此时用的力是$200N,$则变力$F$做的功$W$为____.",091afc06-fd12-11eb-b2a3-c502b9bed136,091b6754-fd12-11eb-b2a3-c502b9bed136,091b6bd2-fd12-11eb-b2a3-c502b9bed136
00398d40-e49f-11eb-a13e-d46a6a0f329c,"在$\triangle ABC$中,已知$AC^{2}+AB^{2}=3,BC=1,$则$\triangle ABC$面积的最大值为____.",091c0222-fd12-11eb-b2a3-c502b9bed136,091c18ca-fd12-11eb-b2a3-c502b9bed136,091c2a68-fd12-11eb-b2a3-c502b9bed136
003a2a8c-e4d1-11eb-97c6-d46a6a0f329c,"设全集$u={1,2,3,4,5,6,7},$集合$M={3,4,5},$集合$N={1,3,6},$则集合{$2,7}$等于",091afc06-fd12-11eb-b2a3-c502b9bed136,091b020a-fd12-11eb-b2a3-c502b9bed136,091b0908-fd12-11eb-b2a3-c502b9bed136
003e7974-e4a2-11eb-8577-d46a6a0f329c,"已知等差数列{$an}$的前$20$项的和为$100,$那么$a7\cdot a14$的最大值为____.",091afc06-fd12-11eb-b2a3-c502b9bed136,091b886a-fd12-11eb-b2a3-c502b9bed136,091b922e-fd12-11eb-b2a3-c502b9bed136
003f45f8-e4b1-11eb-8d95-d46a6a0f329c,"($5$分)($2011\cdot $福建)设圆锥曲线$r$的两个焦点分别为$F_{1},F_{2},$若曲线$r$上存在点$P$满足$|PF_{1}|$:$|F_{1}F_{2}|$:$|PF_{2}|=4$:$3$:$2,$则曲线$r$的离心率等于( )",091c2e14-fd12-11eb-b2a3-c502b9bed136,091c4f02-fd12-11eb-b2a3-c502b9bed136,091c506a-fd12-11eb-b2a3-c502b9bed136
003f701a-e4bc-11eb-a584-d46a6a0f329c,"若复数$z=sin\alpha -i(1-cos\alpha )$是纯虚数,则$\alpha =$____.",091afc06-fd12-11eb-b2a3-c502b9bed136,091bb024-fd12-11eb-b2a3-c502b9bed136,091bb178-fd12-11eb-b2a3-c502b9bed136
00412292-e4b8-11eb-8375-d46a6a0f329c,"在$\triangle ABC$中,若$2cosBsinA=sinC,$则$\triangle ABC$的形状一定是( )",091c0222-fd12-11eb-b2a3-c502b9bed136,091c02c2-fd12-11eb-b2a3-c502b9bed136,091c10f0-fd12-11eb-b2a3-c502b9bed136
0042dfa4-e49e-11eb-83de-d46a6a0f329c,计算∫_{-2}^{4}|x|dx=____.,091afc06-fd12-11eb-b2a3-c502b9bed136,091b6754-fd12-11eb-b2a3-c502b9bed136,091b6bd2-fd12-11eb-b2a3-c502b9bed136
00435e1a-e4b8-11eb-b212-d46a6a0f329c,$sin330^{\circ}$的值为( ),091c0222-fd12-11eb-b2a3-c502b9bed136,091c02c2-fd12-11eb-b2a3-c502b9bed136,091c10f0-fd12-11eb-b2a3-c502b9bed136
00464038-e4b8-11eb-9b47-d46a6a0f329c,$sin315^{\circ}-cos135^{\circ}+2sin570^{\circ}$的值是( ),091c0222-fd12-11eb-b2a3-c502b9bed136,091c02c2-fd12-11eb-b2a3-c502b9bed136,091c10f0-fd12-11eb-b2a3-c502b9bed136
00479ff4-e4b8-11eb-ae89-d46a6a0f329c,"已知盒中装有仅颜色不同的玻璃球$6$个,其中红球$2$个、黑球$3$个、白球$1$个. ($1)$从中任取$1$个球, 求取得红球或黑球的概率;($2)$列出一次任取$2$个球的所有基本事件;($3)$从中取$2$个球,求至少有一个红球的概率.",091c0222-fd12-11eb-b2a3-c502b9bed136,091c02c2-fd12-11eb-b2a3-c502b9bed136,091c10f0-fd12-11eb-b2a3-c502b9bed136
00494ea4-e4b8-11eb-ae1e-d46a6a0f329c,$sin225^{\circ}=$( ),091c0222-fd12-11eb-b2a3-c502b9bed136,091c02c2-fd12-11eb-b2a3-c502b9bed136,091c10f0-fd12-11eb-b2a3-c502b9bed136
004b21e4-e4b8-11eb-a53f-d46a6a0f329c,$sin585^{\circ}$的值为( ),091c0222-fd12-11eb-b2a3-c502b9bed136,091c02c2-fd12-11eb-b2a3-c502b9bed136,091c10f0-fd12-11eb-b2a3-c502b9bed136
